PRIV-00001 | 0.9591 | 2.7058 | 0.8468 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02136 | 0.7920 | 2.1660 | 0.4228 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02137 | 0.5904 | 2.2631 | 0.1905 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02138 | 0.8701 | 1.3899 | 0.5894 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02139 | 0.9704 | 1.3594 | 0.6775 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02140 | 0.7389 | 2.8216 | 0.322 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02141 | 0.6077 | 0.3852 | 0.1401 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02142 | 0.9988 | 1.7190 | 0.8471 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02143 | 0.5695 | 1.3022 | 0.1521 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02144 | 0.8296 | 0.1712 | 0.3196 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02145 | 0.7231 | 0.9760 | 0.2657 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02146 | 0.9340 | 2.1075 | 0.786 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02147 | 0.9268 | 2.6746 | 0.6807 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02148 | 0.8950 | 2.7879 | 0.6422 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02149 | 0.5273 | 2.8987 | 0.1348 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02150 | 0.5487 | 2.8469 | 0.0904 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02151 | 0.6387 | 1.1972 | 0.1931 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02152 | 0.7579 | 1.9400 | 0.4471 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02153 | 0.6021 | 3.3829 | 0.212 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02154 | 0.6682 | 2.5875 | 0.2867 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02155 | 0.9819 | 2.8367 | 0.8438 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02156 | 0.7437 | 2.3866 | 0.352 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02157 | 0.5126 | 1.8653 | 0.1016 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02158 | 0.8553 | 2.7808 | 0.5765 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02159 | 0.6298 | 3.2933 | 0.2921 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02160 | 0.6129 | 2.0750 | 0.2268 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02161 | 0.5852 | 3.1942 | 0.148 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02162 | 0.7287 | 2.4360 | 0.3657 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02163 | 0.6693 | 0.6083 | 0.2141 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02164 | 0.9695 | 2.3469 | 0.8772 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02165 | 0.8530 | 0.6785 | 0.475 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02166 | 0.5876 | 0.7201 | 0.0959 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02167 | 0.6534 | 1.8512 | 0.2087 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02168 | 0.7192 | 2.0597 | 0.2796 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02169 | 0.5731 | 2.0006 | 0.1564 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02170 | 0.6693 | 0.1791 | 0.1819 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02171 | 0.7777 | 0.9964 | 0.3831 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02172 | 0.7589 | 0.4423 | 0.2631 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02173 | 0.9503 | 1.8379 | 0.7275 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02174 | 0.5923 | 1.9667 | 0.1884 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02175 | 0.8592 | 2.3182 | 0.544 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02176 | 0.5985 | 0.4744 | 0.2157 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02177 | 0.9839 | 2.0595 | 0.7805 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02178 | 0.9227 | 1.6770 | 0.6691 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02179 | 0.7567 | 3.0996 | 0.4956 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02180 | 0.8837 | 2.9873 | 0.6572 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02181 | 0.6475 | 2.6894 | 0.2466 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02182 | 0.8635 | 3.0043 | 0.5992 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02183 | 0.9655 | 2.9009 | 0.8459 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02184 | 0.9890 | 2.9105 | 0.9723 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02185 | 0.8024 | 3.1449 | 0.4068 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02186 | 0.8533 | 0.9927 | 0.5146 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02187 | 0.8326 | 2.8189 | 0.4876 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02188 | 0.6569 | 0.5488 | 0.169 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02189 | 0.6670 | 3.4828 | 0.2708 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02190 | 0.8610 | 2.2947 | 0.6034 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02191 | 0.8114 | 1.6745 | 0.386 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02192 | 0.6314 | 2.3804 | 0.2488 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02193 | 0.8852 | 1.5321 | 0.6513 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02194 | 0.6229 | 0.9690 | 0.1207 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02195 | 0.6961 | 3.2904 | 0.3328 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02196 | 0.6706 | 3.2675 | 0.264 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02197 | 0.9500 | 3.3425 | 0.8453 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02198 | 0.9841 | 1.8832 | 0.828 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02199 | 0.8204 | 2.4086 | 0.4809 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02200 | 0.8955 | 1.1019 | 0.5585 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02201 | 0.9141 | 1.0561 | 0.6389 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02202 | 0.7767 | 1.4547 | 0.3722 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02203 | 0.6724 | 2.9345 | 0.3174 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02204 | 0.7584 | 1.3734 | 0.2963 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02205 | 0.9522 | 3.3774 | 0.7965 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02206 | 0.5033 | 2.6947 | 0.1383 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02207 | 0.7829 | 1.4132 | 0.4453 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02208 | 0.8708 | 2.8767 | 0.6393 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02209 | 0.7379 | 0.8892 | 0.2723 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02210 | 0.6999 | 1.1699 | 0.2617 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02211 | 0.8290 | 0.7706 | 0.3394 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02212 | 0.6238 | 3.4839 | 0.2596 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02213 | 0.6909 | 1.8184 | 0.319 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02214 | 0.6428 | 1.8009 | 0.2099 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02215 | 0.9040 | 1.7999 | 0.6152 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02216 | 0.7608 | 0.3178 | 0.2655 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02217 | 0.6034 | 0.7184 | 0.1303 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02218 | 0.7569 | 0.5189 | 0.2692 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02219 | 0.6241 | 3.0946 | 0.3166 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02220 | 0.6959 | 2.9753 | 0.3108 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02221 | 0.8275 | 2.7916 | 0.5195 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02222 | 0.5999 | 3.1478 | 0.1811 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02223 | 0.5490 | 0.8814 | 0.1468 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02224 | 0.7185 | 2.8501 | 0.3434 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02225 | 0.8587 | 3.0181 | 0.5777 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02226 | 0.6871 | 0.8399 | 0.2794 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02227 | 0.6610 | 2.3605 | 0.3207 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02228 | 0.7189 | 0.9974 | 0.2474 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02229 | 0.5318 | 3.4402 | 0.0711 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02230 | 0.6417 | 0.6575 | 0.2144 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02231 | 0.7525 | 3.2689 | 0.3832 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02232 | 0.5544 | 2.1483 | 0.1843 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02233 | 0.8195 | 1.8365 | 0.3959 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02234 | 0.7334 | 1.5408 | 0.3606 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02235 | 0.9306 | 2.4789 | 0.6951 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02236 | 0.5177 | 1.4379 | 0.1414 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02237 | 0.5964 | 1.9586 | 0.1865 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02238 | 0.7789 | 0.8936 | 0.2971 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02239 | 0.6662 | 1.9150 | 0.2414 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02240 | 0.6505 | 2.1598 | 0.2743 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02241 | 0.9614 | 2.6686 | 0.8351 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02242 | 0.8913 | 0.3654 | 0.4414 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02243 | 0.7882 | 3.1291 | 0.5481 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02244 | 0.5556 | 0.9246 | 0.0602 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02245 | 0.7548 | 2.1592 | 0.4502 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02246 | 0.6362 | 0.6603 | 0.1739 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02247 | 0.8094 | 2.1891 | 0.4408 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02248 | 0.5104 | 2.9551 | 0.0732 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02249 | 0.6611 | 2.9401 | 0.2668 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02250 | 0.6638 | 2.4337 | 0.3058 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02251 | 0.6340 | 1.6334 | 0.2081 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02252 | 0.5984 | 0.8328 | 0.2098 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02253 | 0.8240 | 1.2331 | 0.3752 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02254 | 0.9113 | 3.4049 | 0.7321 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02255 | 0.5453 | 0.9416 | 0.0666 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02256 | 0.9419 | 1.1186 | 0.6444 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02257 | 0.7156 | 3.4385 | 0.3906 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02258 | 0.8447 | 1.6861 | 0.4917 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02259 | 0.6816 | 3.1070 | 0.1989 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02260 | 0.7796 | 2.2891 | 0.4381 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02261 | 0.5147 | 2.1125 | 0.1391 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02262 | 0.7013 | 1.1564 | 0.2785 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02263 | 0.5172 | 2.2691 | 0.1748 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02264 | 0.5810 | 2.6710 | 0.1406 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02265 | 0.5124 | 1.1434 | 0.1292 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02266 | 0.7805 | 1.3322 | 0.4238 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02267 | 0.8879 | 0.1144 | 0.2988 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02268 | 0.5479 | 3.1665 | 0.1706 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02269 | 0.7268 | 2.0653 | 0.3205 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02270 | 0.7167 | 2.5925 | 0.3392 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02271 | 0.8772 | 3.1817 | 0.662 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02272 | 0.6970 | 0.3113 | 0.176 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02273 | 0.8115 | 2.7943 | 0.4765 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02274 | 0.7816 | 2.5324 | 0.4437 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02275 | 0.7554 | 2.7311 | 0.3612 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02276 | 0.8185 | 2.8525 | 0.475 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02277 | 0.8807 | 1.9069 | 0.6219 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02278 | 0.5457 | 1.7732 | 0.093 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02279 | 0.6218 | 2.5957 | 0.2504 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02280 | 0.8677 | 3.2134 | 0.6466 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02281 | 0.7015 | 2.1920 | 0.2415 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02282 | 0.6115 | 2.7078 | 0.1873 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02283 | 0.9312 | 2.5114 | 0.7947 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02284 | 0.9608 | 2.9069 | 0.8017 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02285 | 0.9761 | 2.2711 | 0.8246 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02286 | 0.9842 | 0.2317 | 0.5501 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02287 | 0.6599 | 0.1678 | 0.1871 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02288 | 0.6093 | 1.3749 | 0.1704 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02289 | 0.9665 | 2.5769 | 0.8151 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02290 | 0.6073 | 2.6212 | 0.2656 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02291 | 0.7712 | 2.0611 | 0.4764 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02292 | 0.6409 | 3.1850 | 0.2919 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02293 | 0.6286 | 2.3596 | 0.2304 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02294 | 0.9606 | 2.0930 | 0.7566 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02295 | 0.6753 | 0.1722 | 0.134 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02296 | 0.8417 | 2.4428 | 0.5695 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02297 | 0.5355 | 2.9368 | 0.1625 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02298 | 0.5411 | 2.7182 | 0.2047 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02299 | 0.5360 | 1.1241 | 0.1423 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02300 | 0.9163 | 1.3758 | 0.5541 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02301 | 0.9847 | 2.7384 | 0.939 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02302 | 0.7544 | 2.5175 | 0.3573 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02303 | 0.9698 | 0.6829 | 0.5907 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02304 | 0.8003 | 2.9156 | 0.4962 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02305 | 0.9416 | 0.1380 | 0.526 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02306 | 0.6787 | 0.8564 | 0.3439 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02307 | 0.9243 | 2.8990 | 0.7728 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-02308 | 0.5123 | 0.1207 | 0.064 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02309 | 0.7051 | 1.3557 | 0.3001 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02310 | 0.7951 | 0.5458 | 0.3538 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02311 | 0.5504 | 2.6660 | 0.1431 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-02312 | 0.8788 | 1.2781 | 0.6027 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
